POS	Word	SenseKey	Sense Number	Total Senses	BNC Count	Tag Count	Sum Tag Count	Synset	Gloss
a	multiple	multiple%3:00:00::	1	1	2454	6	6	SID-02223646-A----{multiple}	having or involving or consisting of more than one part or entity or individual; "multiple birth"; "multiple ownership"; "made multiple copies of the speech"; "his multiple achievements in public life"; "her multiple personalities"; "a pineapple is a multiple fruit"
a	outer	outer%3:00:00::	1	3	2448	6	7	SID-00952756-A----{outer}	being on the outside or further from a center; "spent hours adorning the outer man"; "the outer suburbs"
a	patient	patient%3:00:00::	1	1	2447	3	3	SID-01739985-A----{patient}	enduring trying circumstances with even temper or characterized by such endurance; "a patient smile"; "was patient with the children"; "an exact and patient scientist"; "please be patient"
a	vulnerable	vulnerable%3:00:00::	1	3	2447	8	8	SID-02533434-A----{vulnerable}	susceptible to attack; "a vulnerable bridge"
a	just	just%3:00:02::	2	4	128517	0	4	SID-00961341-A----{equitable, just}	fair to all parties as dictated by reason and conscience; "equitable treatment of all citizens"; "an equitable distribution of gifts among the children"
a	judicial	judicial%3:01:00::	3	4	2433	0	1	SID-02763759-A----{judicial, juridical, juridic}	relating to the administration of justice or the function of a judge; "judicial system"
a	illegal	illegal%3:00:00::	1	1	2426	3	3	SID-01404858-A----{illegal}	prohibited by law or by official or accepted rules; "an illegal chess move"
a	plain	plain%3:00:01::	2	7	2425	1	13	SID-01796420-A----{plain}	not elaborate or elaborated; simple; "plain food"; "stuck to the plain facts"; "a plain blue suit"; "a plain rectangular brick building"
a	strict	strict%3:00:00::	3	5	2417	0	5	SID-01302836-A----{nonindulgent, strict}	characterized by strictness, severity, or restraint
a	flexible	flexible%3:00:01::	2	5	2379	2	6	SID-01025680-A----{flexible, flexile}	able to flex; able to bend easily; "slim flexible birches"
a	informal	informal%3:00:01::	1	4	2379	3	4	SID-01047939-A----{informal}	not formal; "conservative people unaccustomed to informal dress"; "an informal free-and-easy manner"; "an informal gathering of friends"
a	stable	stable%3:00:00::	1	5	2378	6	8	SID-02298730-A----{stable}	resistant to change of position or condition; "a stable ladder"; "a stable peace"; "a stable relationship"; "stable prices"
a	wise	wise%3:00:00::	1	4	2361	13	15	SID-02579686-A----{wise}	having or prompted by wisdom or discernment; "a wise leader"; "a wise and perceptive comment"
a	frequent	frequent%3:00:00::	1	2	2348	9	12	SID-01070231-A----{frequent}	coming at short intervals or habitually; "a frequent guest"; "frequent complaints"
a	intense	intense%3:00:00::	1	3	2347	20	20	SID-01513206-A----{intense}	possessing or displaying a distinctive feature to a heightened degree; "intense heat"; "intense anxiety"; "intense desire"; "intense emotion"; "the skunk's intense acrid odor"; "intense pain"; "enemy fire was intense"
a	loose	loose%3:00:01::	3	13	2347	1	8	SID-01449640-A----{loose}	not tight; not closely constrained or constricted or constricting; "loose clothing"; "the large shoes were very loose"
a	lost	lost%3:00:02::	3	9	2344	3	18	SID-01453748-A----{lost}	spiritually or physically doomed or destroyed; "lost souls"; "a lost generation"; "a lost ship"; "the lost platoon"
a	lost	lost%3:00:01::	1	9	2344	5	18	SID-01452455-A----{lost}	no longer in your possession or control; unable to be found or recovered; "a lost child"; "lost friends"; "his lost book"; "lost opportunities"
a	steady	steady%3:00:00::	1	6	2336	11	11	SID-02309241-A----{steady}	not subject to change or variation especially in behavior; "a steady beat"; "a steady job"; "a steady breeze"; "a steady increase"; "a good steady ballplayer"
a	experimental	experimental%3:01:00::	1	3	2323	14	19	SID-02951729-A----{experimental}	relating to or based on experiment; "experimental physics"
a	rational	rational%3:00:00::	1	4	2321	4	5	SID-01931771-A----{rational}	consistent with or based on or using reason; "rational behavior"; "a process of rational inference"; "rational thought"
a	inadequate	inadequate%3:00:00::	1	2	2319	14	14	SID-00051936-A----{inadequate, unequal}	lacking the requisite qualities or resources to meet a task; "inadequate training"; "the staff was inadequate"; "she was unequal to the task"
a	logical	logical%3:00:00::	1	4	2315	6	11	SID-01432984-A----{logical}	capable of or reflecting the capability for correct and valid reasoning; "a logical mind"
a	generous	generous%3:00:02::	2	3	2307	1	4	SID-01118176-A----{generous}	not petty in character and mind; "unusually generous in his judgment of people"
a	modest	modest%3:00:01::	4	7	2301	0	6	SID-01541980-A----{modest}	not offensive to sexual mores in conduct or appearance; "a modest neckline in her dress covered her up to her collarbone"
a	acute	acute%3:00:00::	1	6	2294	2	5	SID-00044980-A----{acute}	having or experiencing a rapid onset and short but severe course; "acute appendicitis"; "the acute phase of the illness"; "acute patients"
a	bare	bare%3:00:00::	4	10	2291	0	4	SID-01702853-A----{bare}	lacking its natural or customary covering; "a bare hill"; "bare feet"
a	valid	valid%3:00:00::	1	2	2286	5	5	SID-02508521-A----{valid}	well grounded in logic or truth or having legal force; "a valid inference"; "a valid argument"; "a valid contract"
a	automatic	automatic%3:00:00::	1	3	2245	7	13	SID-00182776-A----{automatic}	operating with minimal human intervention; independent of external control; "automatic transmission"; "a budget deficit that caused automatic spending cuts"
a	well	well%3:00:01::	1	3	124451	4	10	SID-02551348-A----{well}	in good health especially after having suffered illness or injury; "appears to be entirely well"; "the wound is nearly well"; "a well man"; "I think I'm well; at least I feel well"
a	revolutionary	revolutionary%3:00:00::	4	4	2238	0	7	SID-02022452-A----{revolutionary}	advocating or engaged in revolution; "revolutionary pamphlets"; "a revolutionary junta"
a	reliable	reliable%3:00:00::	1	3	2231	9	11	SID-00727525-A----{reliable, dependable}	worthy of reliance or trust; "a reliable source of information"; "a dependable worker"
a	medieval	medieval%3:01:00::	1	3	2228	11	12	SID-03001222-A----{medieval, mediaeval}	relating to or belonging to the Middle Ages; "Medieval scholars"; "Medieval times"
a	established	established%3:00:00::	1	5	2218	7	9	SID-01639189-A----{established, constituted}	brought about or set up or accepted; especially long established; "the established social order"; "distrust the constituted authority"; "a team established as a member of a major league"; "enjoyed his prestige as an established writer"; "an established precedent"; "the established Church"
a	pregnant	pregnant%3:00:00::	1	3	2215	3	4	SID-00174481-A----{pregnant}	carrying developing offspring within the body or being about to produce new life
a	socialist	socialist%3:00:04::	1	1	2205	0	0	SID-00298907-A----{socialistic, socialist}	advocating or following the socialist principles; "socialistic government"
a	exact	exact%3:00:00::	1	2	2201	8	15	SID-00917535-A----{exact}	marked by strict and particular and complete accordance with fact; "an exact mind"; "an exact copy"; "hit the exact center of the target"
a	mutual	mutual%3:00:00::	2	2	2198	0	3	SID-01952167-A----{reciprocal, mutual}	concerning each of two or more persons or things; especially given or done in return; "reciprocal aid"; "reciprocal trade"; "mutual respect"; "reciprocal privileges at other clubs"
a	curious	curious%3:00:00::	2	2	2180	13	27	SID-00667636-A----{curious}	eager to investigate and learn or learn more (sometimes about others' concerns); "a curious child is a teacher's delight"; "a trap door that made me curious"; "curious investigators"; "traffic was slowed by curious rubberneckers"; "curious about the neighbor's doings"
a	satisfactory	satisfactory%3:00:00::	1	2	2179	14	21	SID-02087716-A----{satisfactory}	giving satisfaction; "satisfactory living conditions"; "his grades were satisfactory"
a	structural	structural%3:01:00::	2	6	2153	2	10	SID-02908410-A----{structural}	relating to or having or characterized by structure; "structural engineer"; "structural errors"; "structural simplicity"
a	encouraging	encouraging%3:00:00::	1	2	2149	0	0	SID-00869779-A----{encouraging}	giving courage or confidence or hope; "encouraging advances in medical research"
a	controversial	controversial%3:00:00::	1	1	2110	1	1	SID-00604427-A----{controversial}	marked by or capable of arousing controversy; "the issue of the death penalty is highly controversial"; "Rushdie's controversial book"; "a controversial decision on affirmative action"
a	organic	organic%3:00:02::	2	6	2109	0	21	SID-01684118-A----{organic}	being or relating to or derived from or having properties characteristic of living organisms; "organic life"; "organic growth"; "organic remains found in rock"
a	desirable	desirable%3:00:00::	1	2	2102	16	16	SID-00736491-A----{desirable}	worth having or seeking or achieving; "a desirable job"; "computer with many desirable features"; "a desirable outcome"
a	presidential	presidential%3:01:00::	1	2	2095	8	8	SID-02995536-A----{presidential}	relating to a president or presidency; "presidential aides"; "presidential veto"
a	unexpected	unexpected%3:00:00::	1	1	2091	7	7	SID-00933531-A----{unexpected}	not expected or anticipated; "unexpected guests"; "unexpected news"
a	innocent	innocent%3:00:00::	1	7	2083	11	15	SID-01322826-A----{innocent, guiltless, clean-handed}	free from evil or guilt; "an innocent child"; "the principle that one is innocent until proved guilty"
a	statistical	statistical%3:01:00::	1	1	2074	5	5	SID-02922940-A----{statistical}	of or relating to statistics; "statistical population"
a	experienced	experienced%3:00:00::	1	1	2036	10	10	SID-00938769-A----{experienced, experient}	having experience; having knowledge or skill from observation or participation
a	exclusive	exclusive%3:00:00::	2	3	2031	0	6	SID-01868336-A----{exclusive}	excluding much or all; especially all but a particular group or minority; "exclusive clubs"; "an exclusive restaurants and shops"
a	convenient	convenient%3:00:00::	1	2	2027	16	16	SID-00607261-A----{convenient}	suited to your comfort or purpose or needs; "a convenient excuse for not going"
a	diplomatic	diplomatic%3:00:00::	2	2	1992	1	3	SID-00762004-A----{diplomatic, diplomatical}	using or marked by tact in dealing with sensitive matters or people; "the hostess averted a confrontation with a diplomatic chenage of subject"
a	full-time	full-time%3:00:00::	1	1	1974	11	11	SID-01092828-A----{full-time}	for the entire time appropriate to an activity; "a full-time job"
a	functional	functional%3:00:00::	1	6	1960	3	4	SID-01094001-A----{functional}	designed for or capable of a particular function or use; "a style of writing in which every word is functional"; "functional architecture"
a	mechanical	mechanical%3:00:00::	1	3	1948	10	13	SID-01503365-A----{mechanical}	using (or as if using) mechanisms or tools or devices; "a mechanical process"; "his smile was very mechanical"; "a mechanical toy"
a	aggressive	aggressive%3:00:00::	1	3	1925	6	6	SID-00082711-A----{aggressive}	having or showing determination and energetic pursuit of your ends; "an aggressive businessman"; "an aggressive basketball player"; "he was aggressive and imperious; positive in his convictions"; "aggressive drivers"
a	superior	superior%3:00:02::	1	7	1924	16	21	SID-02349336-A----{superior}	of high or superior quality or performance; "superior wisdom derived from experience"; "superior math students"
a	painful	painful%3:00:00::	1	4	1915	10	11	SID-01715524-A----{painful}	causing physical or psychological pain; "worked with painful slowness"
a	imperial	imperial%3:01:01::	1	4	1913	1	1	SID-02757808-A----{imperial}	relating to or associated with an empire; "imperial colony"; "the imperial gallon was standardized legally throughout the British Empire"
a	artificial	artificial%3:00:00::	1	3	1901	4	6	SID-01575756-A----{artificial, unreal}	contrived by art rather than nature; "artificial flowers"; "artificial flavoring"; "an artificial diamond"; "artificial fibers"; "artificial sweeteners"
a	oral	oral%3:00:00::	3	4	1898	0	6	SID-01669663-A----{oral, buccal}	of or involving the mouth or mouth region or the surface on which the mouth is located; "the oral cavity"; "the oral mucous membrane"; "the oral surface of a starfish"; "a buccal gland"
a	explicit	explicit%3:00:00::	1	2	1894	7	7	SID-00943706-A----{explicit, expressed}	precisely and clearly expressed or readily observable; leaving nothing to implication; "explicit instructions"; "she made her wishes explicit"; "explicit sexual scenes"
a	hungry	hungry%3:00:00::	1	2	1892	7	8	SID-01272183-A----{hungry}	feeling hunger; feeling a need or desire to eat food; "a world full of hungry people"
a	objective	objective%3:00:00::	1	4	1892	9	9	SID-01619332-A----{objective, nonsubjective}	undistorted by emotion or personal bias; based on observable phenomena; "an objective appraisal"; "objective evidence"
a	romantic	romantic%5:00:01:loving:00	2	3	1889	2	8	SID-01468104-A----{amatory, amorous, romantic}	expressive of or exciting sexual love or romance; "her amatory affairs"; "amorous glances"; "a romantic adventure"; "a romantic moonlight ride"
